TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
16880,68076,2013,4,2,640,4
16882,23322,2013,1,2,640,4
16884,27,2013,4,2,640,4
16885,32490,2013,5,5,640,5
16886,21697,2013,4,3,640,5
16887,80254,2013,5,2,640,3
16888,46063,2013,5,2,640,5
16889,1212,2013,4,3,640,4
16890,62728,2013,5,2,640,5
16891,45223,2013,4,4,640,3
16892,51910,2013,4,4,640,5
16893,80592,2013,4,3,640,4
16894,63012,2013,4,2,640,5
16895,13084,2013,4,3,640,4
16897,16359,2013,4,2,640,3
16898,76025,2013,4,2,640,5
16899,11210,2013,4,4,640,5
16900,64214,2013,4,3,640,3
16901,76686,2013,4,2,640,5
16902,82174,2013,4,5,640,4
16903,15297,2013,4,3,640,3
16904,45234,2013,4,2,640,4
16905,15346,2013,4,2,640,3
16906,27505,2013,4,2,640,4
16907,4772,2013,2,2,640,4
16908,12625,2013,4,3,640,5
16910,85793,2013,4,2,640,5
16911,59202,2013,4,2,640,4
16912,63605,2013,4,2,640,4
16913,23810,2013,2,5,640,4
16914,69675,2013,4,2,640,4
16915,50618,2013,4,4,640,5
16916,61054,2013,3,4,640,4
16918,80496,2013,4,4,640,4
16919,74382,2013,4,3,640,4
16920,72780,2013,1,2,640,3
16921,86241,2013,3,4,640,5
16922,47697,2013,3,2,640,5
16925,86640,2013,4,2,640,4
16926,48278,2013,4,2,640,5
16928,63513,2013,3,4,640,3
16929,41382,2013,4,4,640,4
16930,6683,2013,4,3,640,3
16931,24510,2013,3,4,640,4
16932,50160,2013,3,2,640,4
16933,2526,2013,3,5,640,3
16934,35241,2013,4,2,640,4
16935,83930,2013,3,2,640,4
16936,75999,2013,3,2,640,5
16937,86012,2013,4,4,640,4
16938,84698,2013,3,2,640,5
16939,75118,2013,2,3,640,5
16941,11068,2013,3,2,640,5
16943,23984,2013,3,3,640,5
16944,48038,2013,3,3,640,5
16945,49113,2013,3,3,640,5
16947,67791,2013,4,2,640,4
16948,60935,2013,4,2,640,3
16951,65560,2013,3,3,640,3
16952,20191,2013,4,2,640,5
16953,45219,2013,4,3,640,5
16954,21028,2013,3,2,640,5
16956,34388,2013,3,2,640,4
16957,68288,2013,2,3,640,4
16958,21266,2013,3,2,640,4
16960,7905,2013,3,4,640,4
16961,80970,2013,3,4,640,5
16962,55734,2013,3,2,640,3
16965,38157,2013,3,4,640,3
16966,32956,2013,3,5,640,5
16968,82618,2013,2,2,640,5
16969,26762,2013,3,5,640,5
16971,30107,2013,3,5,640,4
16973,72953,2013,3,5,640,5
16975,2984,2013,3,2,640,5
16976,86772,2013,3,5,640,4
16977,84028,2013,3,3,640,3
16978,26107,2013,2,5,640,4
16979,49736,2013,3,2,640,4
16980,63067,2013,1,4,640,4
16981,63224,2013,3,2,640,2
16982,53534,2013,2,3,640,5
16983,60886,2013,2,4,640,4
16984,67464,2013,2,4,640,5
16985,78301,2013,3,2,640,5
16987,6698,2013,3,2,640,3
16988,30827,2013,2,5,640,2
16989,37075,2013,2,2,640,5
16990,54809,2013,3,5,640,4
16991,29336,2013,2,4,640,5
16992,40638,2013,2,2,640,4
16994,24439,2013,3,2,640,5
16996,59401,2013,3,2,640,1
16997,87996,2013,2,2,640,4
16998,21347,2013,2,2,640,4
16999,40753,2013,3,2,640,4
17001,81091,2013,3,2,640,3
17002,86794,2013,2,3,640,4
17004,56721,2013,2,2,640,3
17005,83249,2013,2,2,640,4
17006,85570,2013,2,2,640,5
17007,48164,2013,2,2,640,4
17008,36488,2013,1,2,640,5
17009,7026,2013,2,5,640,3
17010,22720,2013,2,4,640,5
17011,87181,2013,2,3,640,3
17012,38314,2013,2,4,640,3
17014,16221,2013,2,4,640,4
17016,52795,2013,2,2,640,5
17021,38605,2013,2,2,640,5
17022,60201,2013,2,4,640,4
17025,48087,2013,2,2,640,3
17026,22526,2013,1,4,640,5
17028,17597,2013,2,3,640,4
17029,35670,2013,2,2,640,1
17031,45522,2013,1,5,640,4
17032,77562,2013,2,4,640,4
17035,87268,2013,2,4,640,5
17036,84275,2013,2,5,640,4
17037,40882,2013,1,2,640,5
17038,27885,2013,1,5,640,5
17039,47741,2013,2,5,640,4
17040,52132,2013,2,2,640,4
17041,18215,2013,1,3,640,4
17042,13191,2013,1,2,640,4
17043,22984,2013,1,3,640,4
17045,11247,2013,1,2,640,4
17047,36182,2013,1,2,640,4
17048,75976,2013,1,3,640,5
17050,30394,2013,1,2,640,3
17054,65027,2013,2,2,640,4
17056,65169,2013,1,3,640,4
17057,75440,2013,1,3,640,5
17058,27091,2013,1,4,640,5
17062,88027,2013,1,2,640,3
17063,56266,2013,1,3,640,4
17064,74290,2013,1,3,640,2
17066,32175,2013,1,3,640,5
17068,49321,2013,1,2,640,4
17071,6557,2013,1,3,640,4
17072,79201,2013,1,2,640,5
17074,23574,2013,1,2,640,4
17080,24292,2013,1,5,640,3
17081,62863,2013,1,2,640,5
17082,12713,2013,1,2,640,3
17083,33619,2013,1,4,640,3
17084,34398,2013,1,2,640,4
17085,81285,2013,1,2,640,4
17086,42244,2013,1,3,640,4
17087,59811,2013,1,2,640,5
17089,39701,2013,1,2,640,4
17090,13388,2013,1,2,640,2
17091,56441,2013,1,4,640,5
17092,59045,2013,1,3,640,4
17093,48430,2013,1,2,640,5
17094,50008,2013,1,3,640,4
17095,24824,2013,1,5,640,2
17096,77243,2013,1,4,640,4
17097,5391,2013,1,2,640,5
17099,31619,2013,1,2,640,5
17100,82663,2013,1,3,640,5
17105,59033,2013,1,2,640,3
17106,73578,2013,1,2,640,3
17113,72611,2013,1,2,640,4
17603,25551,2020,1,3,640,3
17604,13954,2019,8,3,640,3
17605,43471,2022,10,4,640,5
17609,27538,2020,4,4,640,5
17611,57716,2020,2,4,640,3
17615,11567,2019,12,3,640,5
17618,31019,2022,10,3,640,3
17619,79911,2019,11,2,640,5
17620,70281,2020,1,2,640,5
17628,30475,2020,2,5,640,5
17632,70967,2020,3,5,640,5
17633,37703,2020,1,4,640,4
17634,71946,2022,7,4,640,3
17635,53132,2020,2,2,640,3
17636,35029,2019,12,4,640,5
17638,28836,2015,7,2,640,5
17639,22340,2019,5,2,640,3
17641,28836,2014,10,2,640,5
17642,62789,2013,1,2,640,4
17647,17272,2019,10,2,640,4
17648,51784,2019,12,2,640,5
17650,23265,2014,10,3,640,4
17651,19987,2019,10,4,640,1
17652,29313,2018,11,2,640,1
17654,66196,2015,6,2,640,1
17655,67057,2015,5,2,640,1
17656,30386,2013,9,2,640,1
17657,49879,2013,8,3,640,1
17660,69888,2017,4,3,640,1
17661,64138,2017,6,4,640,1
17662,24513,2015,2,2,640,1
17663,45203,2013,1,4,640,1
17664,19313,2017,10,2,640,1
17665,87655,2016,10,3,640,1
17667,73686,2015,8,3,640,1
17668,17664,2015,6,2,640,1
17669,8590,2015,6,2,640,1
17670,22496,2015,2,2,640,1
17678,2322,2019,11,4,640,4
17679,66968,2019,4,2,640,1
17680,19221,2019,4,3,640,4
17681,63326,2018,9,2,640,3
17682,49210,2018,9,2,640,1
17683,77378,2018,9,1,640,5
17684,42941,2018,6,2,640,1
17685,40751,2018,6,2,640,1
17686,29406,2017,12,4,640,5
17687,25451,2017,6,3,640,1
17688,32034,2017,3,5,640,4
17689,66164,2016,8,2,640,5
17690,23123,2016,5,2,640,1
17691,60458,2016,5,4,640,1
17694,52524,2015,5,2,640,1
17696,88120,2014,5,3,640,2
17697,5792,2013,12,5,640,4
17698,57021,2014,10,5,640,3
17700,50190,2014,4,3,640,1
17701,76027,2014,1,5,640,2
17702,35594,2013,12,3,640,1
17711,4324,2019,6,3,640,2
17713,745,2019,7,2,640,4
17714,62595,2019,6,2,640,4
17715,38613,2019,6,2,640,5
17717,71533,2019,6,2,640,2
17718,80581,2019,5,3,640,5
17719,50804,2019,5,4,640,5
17720,57733,2019,5,2,640,1
17721,12328,2019,5,2,640,1
17722,82189,2019,4,2,640,5
17723,53552,2019,3,4,640,1
17724,59213,2019,4,4,640,4
17725,53358,2019,3,2,640,1
17726,58129,2019,3,2,640,5
17727,49166,2019,2,4,640,4
17728,32050,2019,2,3,640,1
17729,62646,2019,2,3,640,1
17731,515,2018,12,2,640,5
17732,81091,2018,12,5,640,5
17733,43094,2018,10,2,640,5
17734,572,2018,11,2,640,4
17735,24251,2018,11,2,640,5
17736,85141,2018,10,4,640,4
17738,2604,2018,10,4,640,4
17739,14641,2018,10,2,640,1
17742,42890,2018,8,3,640,4
17743,44980,2018,8,2,640,2
17744,69770,2018,9,2,640,1
17745,85284,2018,10,3,640,5
17747,6188,2018,10,3,640,3
17748,42858,2018,3,5,640,4
17749,78456,2018,9,2,640,4
17750,48380,2018,9,1,640,5
17751,59875,2018,9,2,640,5
17753,30878,2018,9,5,640,1
17754,86784,2018,8,4,640,4
17755,75270,2018,8,2,640,5
17756,40562,2017,9,3,640,5
17758,41223,2018,7,3,640,1
17759,5512,2018,7,2,640,5
17760,1099,2018,5,2,640,3
17763,78630,2017,11,2,640,1
17766,7051,2017,10,5,640,3
17768,72013,2017,5,4,640,4
17770,57770,2017,5,2,640,5
17771,87792,2017,5,4,640,5
17772,56857,2017,3,3,640,5
17773,25997,2017,4,3,640,1
17774,53934,2017,4,3,640,3
17775,15478,2016,12,3,640,1
17778,77234,2016,12,3,640,5
17780,7977,2016,8,3,640,1
17782,48885,2016,7,3,640,1
17783,15985,2016,7,5,640,2
17785,45445,2016,5,4,640,4
17786,10391,2016,4,2,640,5
17788,64109,2016,3,3,640,5
17789,2808,2015,10,3,640,5
17790,3191,2015,8,5,640,2
17791,2494,2015,9,2,640,5
17793,62930,2015,7,3,640,5
17794,14689,2015,7,2,640,5
17795,79295,2015,7,5,640,1
17796,15133,2015,7,4,640,5
17799,31501,2015,6,3,640,4
17800,52760,2015,6,3,640,4
17801,64269,2015,5,2,640,3
17802,22229,2015,3,4,640,4
17803,82282,2015,3,4,640,1
17804,82342,2014,12,2,640,3
17805,61706,2015,2,2,640,3
17806,63586,2014,11,4,640,3
17809,30479,2014,12,5,640,3
17810,67035,2014,7,2,640,5
17811,21103,2014,9,2,640,3
17813,75710,2013,10,2,640,4
17815,7557,2014,7,3,640,5
17816,76958,2014,5,2,640,3
17817,49265,2013,7,5,640,5
17818,42664,2013,8,2,640,5
17819,30945,2014,4,4,640,4
17820,26466,2014,4,3,640,5
17821,46340,2013,4,2,640,5
17822,19608,2014,2,2,640,4
17823,58940,2013,7,2,640,4
17824,31532,2013,12,3,640,1
17825,2494,2013,12,2,640,1
17826,84856,2013,11,2,640,2
17827,69262,2013,9,2,640,4
17828,50492,2013,9,4,640,1
17829,46293,2013,9,2,640,4
17830,9119,2013,9,3,640,1
17831,13299,2013,8,4,640,4
17832,68087,2013,6,3,640,3
17833,20504,2013,4,3,640,5
17834,512,2013,4,3,640,2
17836,22068,2013,1,2,640,4
17857,28858,2022,9,2,640,3
17859,70395,2020,1,3,640,4
17860,76492,2019,9,3,640,4
17862,62902,2020,3,2,640,5
17865,81154,2020,3,2,640,4
17866,28567,2020,2,2,640,5
17867,11099,2020,2,2,640,5
17868,18325,2020,2,4,640,1
17869,25682,2020,2,2,640,5
17870,5021,2020,1,4,640,4
17872,85955,2020,1,4,640,5
17873,3850,2020,1,5,640,5
17874,18016,2020,1,2,640,5
17875,68257,2019,12,3,640,4
17876,83027,2019,12,3,640,4
17881,59594,2019,12,2,640,4
17882,45575,2019,10,2,640,5
17883,20101,2019,11,2,640,5
17886,77923,2019,10,3,640,1
17889,28545,2019,10,2,640,4
17891,6032,2019,10,2,640,5
17892,71189,2019,10,2,640,5
17893,83606,2019,9,2,640,4
17894,72453,2019,10,5,640,5
17896,24984,2019,9,2,640,5
17898,38501,2019,9,2,640,4
17899,45570,2019,9,2,640,3
17901,20750,2019,9,5,640,5
17902,4913,2019,9,4,640,5
17906,6846,2019,8,2,640,5
17908,62240,2019,8,2,640,5
17909,50470,2019,8,4,640,5
17910,73732,2019,7,3,640,4
17911,79833,2019,8,2,640,5
17913,78393,2019,8,3,640,3
17917,6280,2019,7,2,640,5
17918,76532,2019,5,2,640,3
17919,31701,2018,10,4,640,5
17920,32064,2019,7,2,640,3
17921,22827,2019,6,2,640,5
17922,19502,2019,7,2,640,5
17923,79783,2019,7,3,640,4
17924,61308,2019,7,3,640,4
17925,48305,2018,12,3,640,5
17926,84104,2018,8,2,640,5
17927,79363,2019,7,3,640,5
17928,82824,2019,7,4,640,5
17929,26499,2019,6,3,640,5
17930,21293,2019,7,4,640,5
17931,71826,2019,6,3,640,5
17932,22552,2019,7,3,640,4
17933,5422,2019,7,2,640,5
17936,61558,2019,7,2,640,3
17937,13693,2019,7,2,640,4
17938,58198,2019,6,4,640,5
17939,58760,2019,7,2,640,4
17940,50831,2019,6,5,640,2
17941,23697,2019,5,4,640,4
17942,80425,2019,7,3,640,5
17943,86580,2018,8,5,640,5
17944,22424,2019,6,2,640,5
17945,83301,2019,5,3,640,5
17946,71774,2019,6,4,640,5
17948,52713,2019,6,4,640,5
17949,78579,2019,6,3,640,4
17950,24783,2019,6,2,640,5
17951,79240,2019,6,2,640,5
17952,79651,2019,6,2,640,5
17953,17837,2019,6,5,640,4
17955,51394,2019,6,2,640,5
17956,67762,2019,5,2,640,5
17957,5019,2019,6,2,640,5
17958,8799,2019,5,2,640,5
17959,7306,2019,6,2,640,4
17960,42799,2019,6,2,640,5
17961,64516,2019,6,2,640,1
17962,71417,2019,6,4,640,4
17963,78013,2017,6,4,640,2
17964,1698,2019,6,5,640,4
17965,38936,2019,1,2,640,5
17966,27670,2019,5,2,640,5
17967,80832,2019,6,2,640,4
17968,20049,2019,6,4,640,4
17969,10936,2019,5,3,640,3
17970,6468,2019,6,4,640,5
17971,82403,2019,6,2,640,2
17972,30781,2018,10,4,640,5
17974,33385,2019,5,2,640,5
17975,47808,2019,5,2,640,5
17976,81674,2019,5,2,640,3
17978,34436,2019,5,2,640,5
17979,17417,2019,5,4,640,4
17980,21233,2019,5,2,640,5
17981,64606,2019,5,2,640,3
17982,17008,2019,4,2,640,5
17983,35129,2019,5,2,640,5
17984,80025,2019,5,5,640,4
17985,38401,2019,5,3,640,1
17986,7569,2019,5,5,640,4
17987,33699,2019,5,2,640,4
17988,52690,2019,5,2,640,4
17990,38157,2019,4,2,640,5
17992,65817,2019,4,2,640,5
17993,64129,2019,4,3,640,4
17994,51076,2019,4,2,640,2
17995,69091,2019,4,4,640,5
17996,51539,2019,4,2,640,5
17998,60295,2019,4,4,640,5
18000,58980,2019,4,5,640,4
18002,65833,2019,4,2,640,3
18003,8811,2019,4,4,640,4
18005,77639,2019,4,5,640,4
18006,74800,2019,4,4,640,3
18007,64023,2019,4,5,640,5
18008,5158,2019,4,4,640,1
18009,6045,2019,3,3,640,5
18010,183,2019,3,4,640,4
18011,86737,2019,4,3,640,5
18012,83227,2019,3,4,640,4
18013,87068,2018,11,2,640,5
18014,26759,2019,4,2,640,5
18015,58886,2019,3,5,640,5
18017,38674,2019,3,2,640,4
18019,21772,2018,8,2,640,5
18020,27666,2019,3,2,640,5
18021,82133,2019,3,5,640,5
18022,71370,2019,3,2,640,5
18023,83120,2018,12,3,640,5
18024,44015,2019,2,2,640,4
18025,43993,2019,2,4,640,4
18026,45643,2019,2,2,640,1
18027,13485,2019,2,4,640,5
18028,31839,2019,2,4,640,3
18030,78349,2019,2,4,640,4
18031,28342,2019,2,2,640,4
18032,80068,2019,2,5,640,4
18033,35067,2018,3,4,640,3
18034,87676,2019,2,3,640,4
18035,51364,2019,2,4,640,5
18036,47662,2019,2,2,640,4
18038,22137,2019,1,2,640,4
18039,58136,2018,10,4,640,5
18043,50249,2019,1,3,640,5
18045,73424,2019,1,3,640,5
18046,46861,2019,1,4,640,5
18047,84050,2018,6,2,640,4
18048,57882,2019,1,2,640,5
18049,50688,2019,1,2,640,5
18051,21183,2018,6,2,640,5
18055,25394,2018,8,4,640,5
18056,42631,2018,12,2,640,3
18058,14504,2018,10,4,640,5
18059,26749,2018,11,3,640,5
18060,49160,2018,12,3,640,3
18061,22389,2018,12,2,640,5
18063,39052,2018,12,3,640,4
18064,11174,2018,11,2,640,5
18066,86510,2018,12,2,640,4
18068,72789,2018,12,2,640,2
18069,81091,2018,12,2,640,3
18070,34814,2018,12,2,640,5
18071,41789,2018,12,2,640,4
18073,43278,2018,11,5,640,5
18074,81830,2018,6,4,640,4
18075,36563,2018,9,3,640,5
18076,30985,2018,11,3,640,5
18077,1701,2018,9,2,640,5
18078,15770,2018,11,4,640,1
18079,22564,2018,11,3,640,5
18080,13815,2018,8,2,640,5
18082,18590,2018,11,4,640,4
18083,21879,2018,10,2,640,5
18084,85670,2018,11,2,640,4
18085,17138,2018,11,1,640,5
18086,77105,2019,7,3,640,5
18088,64149,2019,8,5,640,2
18089,8848,2019,7,2,640,4
18090,24680,2019,8,5,640,4
18092,28857,2019,8,2,640,4
18093,39823,2019,8,4,640,5
18094,81287,2019,7,2,640,5
18095,53286,2019,8,2,640,4
18096,41134,2019,7,4,640,4
18097,41980,2019,8,3,640,5
18099,64334,2019,7,4,640,5
18100,24207,2019,7,3,640,5
18101,81538,2019,8,4,640,4
18102,603,2019,7,2,640,5
18103,81392,2019,8,2,640,3
18104,24690,2019,7,4,640,5
18105,27810,2019,8,3,640,5
18106,73533,2019,7,5,640,5
18107,56476,2019,8,2,640,5
18109,24665,2019,7,2,640,5
18110,5490,2019,8,5,640,2
18111,21092,2018,9,2,640,5
18115,39670,2019,7,3,640,5
18116,85242,2019,7,3,640,4
18117,47414,2019,7,2,640,5
18119,2438,2018,11,2,640,3
18120,51167,2019,7,2,640,3
18121,79931,2019,7,2,640,5
18122,38354,2019,7,2,640,4
18123,74740,2019,7,3,640,5
18124,54555,2019,7,2,640,4
18127,12837,2019,7,3,640,4
18128,77667,2019,7,1,640,5
18129,60363,2019,7,2,640,5
18130,33586,2019,7,2,640,4
18131,12630,2019,7,2,640,4
18132,20925,2019,7,2,640,3
18133,71107,2019,7,3,640,4
18134,61785,2019,5,3,640,4
18138,4324,2019,6,3,640,2
18139,54744,2019,7,2,640,3
18141,36489,2019,7,2,640,5
18143,80503,2019,7,4,640,5
18144,59241,2019,7,3,640,4
18145,70838,2019,7,3,640,3
18146,36961,2019,7,3,640,5
18147,36523,2019,7,2,640,3
18148,21202,2019,7,5,640,5
18150,32128,2019,7,3,640,4
18152,81816,2019,7,3,640,5
18153,72375,2019,7,2,640,5
18154,30688,2019,7,2,640,5
18156,13858,2019,5,5,640,4
18157,44734,2019,7,2,640,5
18158,24483,2019,7,3,640,5
18159,34627,2019,7,3,640,5
18160,18595,2019,7,2,640,5
18162,18552,2019,7,2,640,4
18163,48305,2018,12,3,640,5
18167,2097,2019,7,2,640,5
18169,6374,2019,7,2,640,5
18170,62036,2019,7,3,640,5
18172,27876,2019,7,4,640,5
18173,83504,2019,7,2,640,5
18174,72105,2019,6,5,640,5
18175,2049,2019,7,2,640,5
18176,45415,2019,7,4,640,4
18177,15271,2019,7,3,640,4
18178,49489,2019,7,3,640,5
18179,72705,2019,7,3,640,2
18181,18685,2019,2,4,640,3
18182,8072,2018,8,2,640,4
18183,71310,2019,7,3,640,3
18184,61736,2019,7,3,640,5
18185,67423,2019,7,3,640,4
18187,4692,2019,7,3,640,5
18188,83785,2019,7,2,640,5
18192,56106,2019,7,3,640,5
18195,73894,2019,7,2,640,5
18196,34780,2019,7,2,640,5
18197,57891,2019,7,2,640,5
18199,68005,2019,7,3,640,5
18200,35959,2019,7,2,640,5
18201,50144,2019,7,4,640,4
18202,44810,2019,6,2,640,4
18203,59973,2019,7,2,640,5
18204,72873,2019,7,2,640,4
18205,21756,2019,7,2,640,5
18206,71518,2019,7,3,640,5
18209,72943,2019,6,3,640,4
18210,64566,2019,7,2,640,5
18211,49742,2019,7,3,640,4
18213,73156,2019,7,3,640,5
18214,1205,2019,7,2,640,4
18215,82660,2019,7,2,640,5
18216,10336,2019,7,2,640,5
18217,38558,2019,7,2,640,5
18218,77278,2019,7,4,640,5
18219,54118,2019,7,2,640,4
18220,15568,2019,4,3,640,3
18221,3035,2019,7,2,640,4
18222,58760,2019,7,2,640,4
18224,57952,2019,7,2,640,5
18225,47270,2019,7,3,640,1
18226,23278,2019,7,2,640,5
18228,3963,2019,7,3,640,4
18229,28393,2019,7,2,640,5
18230,1346,2019,7,4,640,5
18232,83634,2019,7,2,640,4
18235,36338,2019,7,5,640,4
18236,66985,2019,7,2,640,3
18237,58512,2019,7,2,640,5
18238,20321,2019,7,2,640,5
18240,88189,2019,6,2,640,4
18241,22776,2019,7,5,640,4
18242,77394,2019,7,3,640,1
18244,65568,2019,7,2,640,5
18245,49525,2019,7,4,640,5
18246,38224,2019,5,2,640,5
18247,12436,2019,7,2,640,5
18248,51916,2019,6,2,640,5
18249,75216,2018,9,4,640,4
18251,33047,2019,7,4,640,5
18253,84891,2019,7,3,640,4
18254,71579,2018,8,2,640,5
18257,24833,2019,7,3,640,4
18258,58669,2019,7,2,640,5
18259,35949,2019,6,2,640,5
18262,21118,2019,6,2,640,5
18263,74031,2019,7,3,640,5
18265,32338,2019,6,3,640,5
18266,34104,2019,6,4,640,5
18267,46062,2019,7,3,640,5
18268,62181,2019,7,3,640,5
18270,22424,2019,6,2,640,5
18271,42847,2019,3,4,640,5
18275,77847,2019,6,2,640,5
18276,81460,2019,6,4,640,4
18277,25979,2019,7,3,640,5
18280,71423,2019,6,2,640,5
18281,58773,2019,7,2,640,5
18282,67845,2019,7,2,640,4
18283,70355,2019,7,4,640,5
18284,16780,2019,6,3,640,4
18286,31038,2019,6,2,640,5
18287,80687,2019,7,2,640,5
18288,30846,2019,6,3,640,5
18289,17666,2019,6,2,640,4
18290,49766,2019,6,2,640,5
18291,72031,2019,6,2,640,5
18292,62977,2019,6,3,640,4
18293,77060,2019,6,2,640,5
18294,15520,2019,6,3,640,5
18295,46580,2019,6,3,640,5
18296,65297,2019,6,2,640,1
18298,1920,2019,6,4,640,5
18299,35946,2019,6,3,640,5
18301,61660,2019,6,2,640,5
18302,79818,2019,6,4,640,4
18303,68271,2019,6,5,640,5
18304,37989,2019,6,3,640,5
18305,1030,2019,6,2,640,5
18306,58414,2019,5,4,640,5
18307,24158,2019,6,2,640,5
18308,1423,2019,6,2,640,5
18309,12112,2019,6,4,640,4
18310,18112,2019,6,2,640,5
18311,57898,2019,6,4,640,4
18312,63729,2018,8,4,640,5
18315,52969,2019,5,4,640,5
18317,70571,2019,6,4,640,5
18319,6504,2019,6,3,640,5
18320,22502,2019,6,3,640,5
18324,62416,2019,6,4,640,4
18325,47769,2019,6,2,640,4
18326,5189,2019,6,4,640,3
18327,43439,2019,6,3,640,4
18329,51394,2019,6,2,640,5
18331,5802,2018,8,3,640,5
18332,13241,2019,6,2,640,5
18334,83540,2019,6,2,640,4
18337,66354,2019,6,4,640,4
18339,46984,2019,6,4,640,5
18341,55640,2019,6,2,640,5
18342,386,2019,6,4,640,4
18343,30041,2019,6,4,640,4
18344,33856,2019,2,2,640,4
18348,57285,2019,6,2,640,5
18349,24257,2019,6,2,640,4
18350,85847,2019,6,4,640,5
18351,76072,2019,6,2,640,5
18352,60454,2019,6,4,640,3
18353,46348,2019,6,2,640,4
18354,40275,2019,4,5,640,5
18356,25765,2019,6,2,640,5
18358,53443,2019,6,3,640,5
18359,87361,2019,6,3,640,5
18361,51843,2019,6,2,640,4
18362,82121,2019,6,2,640,2
18363,2251,2019,6,2,640,5
18367,20550,2019,6,2,640,3
18368,72697,2019,6,2,640,5
18370,51137,2019,6,3,640,3
18374,41804,2019,6,3,640,5
18375,8733,2019,6,4,640,5
18376,15405,2019,5,2,640,5
18378,62258,2019,5,2,640,5
18380,2856,2019,5,2,640,5
18381,80842,2019,6,3,640,5
18383,18369,2019,6,2,640,5
18384,24250,2019,6,3,640,5
18386,56975,2019,6,2,640,5
18387,49839,2019,6,2,640,3
18388,13539,2019,5,2,640,4
18390,72960,2019,6,2,640,3
18391,35106,2019,6,5,640,5
18392,18307,2019,6,3,640,5
18394,35342,2019,6,2,640,4
18395,68886,2019,6,2,640,4
18396,31348,2019,5,5,640,5
18398,47420,2019,6,3,640,3
18399,80817,2019,5,4,640,5
18400,82543,2019,6,2,640,5
18401,49772,2019,6,2,640,5
18402,45582,2019,6,4,640,4
18403,82088,2018,7,3,640,4
18405,38936,2019,1,2,640,5
18406,81102,2019,5,3,640,4
18407,79847,2019,5,2,640,5
18408,68192,2019,6,5,640,4
18409,74603,2019,5,4,640,4
18410,27395,2019,6,2,640,3
18411,50804,2019,5,4,640,5
18412,1810,2019,6,3,640,5
18414,23336,2019,5,2,640,3
18415,1088,2019,6,2,640,5
18416,16972,2019,4,4,640,3
18419,84245,2019,5,4,640,4
18420,24861,2019,6,2,640,4
18422,5504,2019,6,2,640,4
18423,58426,2019,3,2,640,5
18424,49403,2019,5,2,640,5
18426,87753,2019,5,2,640,5
18427,30781,2018,10,4,640,5
18428,46721,2019,6,2,640,3
18430,39241,2019,6,2,640,4
18431,69418,2019,6,3,640,3
18432,56752,2019,5,5,640,5
18433,75065,2019,6,2,640,4
18434,33709,2019,5,2,640,5
18435,31724,2019,5,3,640,5
18438,35873,2019,6,2,640,5
18439,30424,2019,5,3,640,5
18440,44260,2019,4,3,640,4
18441,47808,2019,5,2,640,5
18442,44920,2019,5,2,640,4
18443,22544,2019,5,3,640,5
18445,76744,2019,5,2,640,5
18448,48118,2019,5,2,640,5
18449,20970,2019,5,4,640,5
18451,3093,2019,5,5,640,4
18452,57349,2019,5,3,640,5
18453,317,2019,5,2,640,4
18454,64532,2019,5,4,640,5
18455,73702,2019,5,2,640,5
18456,81298,2019,5,4,640,4
18457,87015,2019,5,2,640,5
18458,80682,2019,4,2,640,5
18459,74906,2019,5,5,640,5
18460,63104,2019,5,2,640,5
18463,87510,2019,5,4,640,4
18464,87486,2019,5,4,640,5
18465,74422,2019,3,3,640,3
18466,43416,2019,5,4,640,5
18468,17417,2019,5,4,640,4
18469,86422,2019,5,2,640,3
18471,54377,2019,5,4,640,5
18472,85278,2019,5,2,640,5
18473,44318,2019,5,2,640,3
18474,7592,2019,5,2,640,5
18475,50255,2019,5,3,640,3
18476,8848,2019,4,4,640,5
18478,80471,2019,5,2,640,3
18479,37442,2019,5,2,640,5
18481,63248,2019,5,2,640,5
18482,44472,2019,5,2,640,5
18483,70746,2019,5,3,640,4
18486,38732,2019,5,2,640,5
18487,49833,2019,5,2,640,5
18488,56693,2019,5,2,640,4
18489,16106,2019,5,4,640,5
18490,26925,2019,4,4,640,5
18492,12856,2019,5,3,640,5
18496,44334,2019,5,2,640,4
18497,19765,2019,5,2,640,4
18500,24300,2019,5,2,640,4
18501,24855,2019,5,2,640,5
18502,12328,2019,5,2,640,1
18504,78440,2019,3,2,640,4
18505,73733,2019,5,2,640,5
18506,30142,2019,5,2,640,5
18507,9507,2019,5,2,640,5
18508,52725,2019,5,5,640,3
18509,58427,2019,5,2,640,3
18511,80025,2019,5,5,640,4
18512,48638,2019,5,2,640,4
18513,27710,2019,4,5,640,4
18515,16813,2019,5,4,640,5
18516,55244,2019,4,2,640,5
18517,77267,2019,4,2,640,4
18518,38401,2019,5,3,640,1
18520,42251,2019,5,5,640,5
18521,40029,2019,5,3,640,4
18522,53759,2019,5,2,640,5
18523,2259,2019,5,4,640,4
18524,61455,2019,5,2,640,5
18525,49566,2019,5,5,640,5
18527,52146,2019,5,4,640,4
18528,53240,2019,5,5,640,2
18531,65568,2019,5,2,640,5
18533,9966,2019,5,2,640,5
18534,44557,2019,5,2,640,4
18535,45625,2019,5,2,640,5
18536,43653,2019,5,4,640,5
18538,12079,2019,4,2,640,5
18539,62153,2019,4,2,640,5
18540,35307,2019,5,2,640,4
